what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321667028569
started,bundle,jd.ide.eclipse,0.1.3,"jd.ide.eclipse",1321667028570
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1321667028571
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1321667028572
os,sysinfo,,,"win32",1321667028579
arch,sysinfo,,,"x86_64",1321667028579
ws,sysinfo,,,"win32",1321667028579
locale,sysinfo,,,"en_US",1321667028579
processors,sysinfo,,,"8",1321667028579
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321667028579
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1321667028579
java.specification.name,sysinfo,,,"Java Platform API Specification",1321667028579
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321667028579
java.specification.version,sysinfo,,,"1.6",1321667028579
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1321667028579
java.version,sysinfo,,,"1.6.0_26",1321667028579
java.vm.info,sysinfo,,,"mixed mode",1321667028579
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1321667028579
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321667028579
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321667028579
java.vm.specification.version,sysinfo,,,"1.0",1321667028579
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1321667028579
java.vm.version,sysinfo,,,"20.1-b02",1321667028579
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1321667114808
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667120772
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667120881
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667124258
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1321667131410
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667132849
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667132994
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1321667133684
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1321667134913
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1321667134988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667135131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667136272
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667141790
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667141885
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667144535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667219021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667219331
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667228446
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667228544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667234500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1321667234530
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667236113
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667236189
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667239873
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667243857
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1321667248099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1321667248136
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667249504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1321667254978
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321667267796
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1321667267896
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1321667276328
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667280326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1321667294177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1321667298621
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321667311829
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1321667313341
